,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
332,alWXstljFU-q8K8rXtt2yg,"""Oriental Food Mart""",Milliken,"""250 Alton Towers Circle""",Toronto,ON,M1V 5E3,43.8251957,-79.2761678,2.0,6,1,Grocery;Food
333,x9f9NBMweyyjCQHuc9K4sw,"""Uptown Brie""",Yonge and Eglinton,"""11 Castelfield Avenue""",Toronto,ON,M4R 1G3,43.7115815,-79.3998416,4.5,7,1,Breakfast & Brunch;Cheese Shops;Specialty Food;Restaurants;Sandwiches;Food
334,mN0bCGteXHDpUzH2xqrABQ,"""Bake Sale""",Bloor-West Village,"""2300 Bloor Street W""",Toronto,ON,M6S 1P2,43.650502,-79.479318,4.5,18,1,Bakeries;Food
336,m3W7xvsJMZPL862W8gfPBA,"""241 pizza""",,"""Van Horne Avenue""",Toronto,ON,M2J,43.787542,-79.347285,2.5,3,1,Pizza;Restaurants
341,q3ilBINLR7KoBBlxSqCvlA,"""Pine House Cafe""",Scarborough,"""21-5661 Steeles Avenue E""",Toronto,ON,M1V 5P6,43.8318675265,-79.2659023002,3.5,22,1,Breakfast & Brunch;Restaurants;Asian Fusion;Cafes;Chinese
342,kPNmILQDOCoBHxuRMmrocw,"""LCBO""",,"""908 St Clair Avenue W, St. Clair and Oakwood""",Toronto,ON,M6C 1C6,43.6802425,-79.4339584,3.0,4,1,Food;Beer;Wine & Spirits
345,klu0zF1rWAoNAhKPsFyUog,"""LOCAL Public Eatery""",,"""180 Laird Drive""",Toronto,ON,M4G 3V7,43.7098882,-79.3635484,3.5,85,1,American (Traditional);Restaurants;Canadian (New)
348,DB6p10pbUuAsbEIYOMB9kQ,"""Green Onion Pan Asian Cuisine""",Downtown Core,"""112 Dundas Street W""",Toronto,ON,M5G 1C3,43.6557142,-79.384236,2.5,4,1,Restaurants;Asian Fusion;Pan Asian
353,Tn1_yYMtMeIprdBD4ouGFA,"""Sullivan & Bleeker Baking""",,"""142 Martin Ross Ave.""",Toronto,ON,M3J 2L9,43.7731535,-79.4798624,5.0,6,1,Food;Bakeries;Desserts
356,yGV1NHdDOmG93iy6aPpDJw,"""The Parkdale Drink""",Parkdale,"""1292 Queen Street W""",Toronto,ON,M6K 1L4,43.6419757,-79.4304835,3.0,19,1,Nightlife;Sushi Bars;Restaurants;Bars;Lounges
357,CwVE2bN5YscfeTQPZylruA,"""Phyllo Cafe""",East York,"""1028 Pape Avenue""",Toronto,ON,M4K 3V9,43.6892823704,-79.3489094451,3.0,3,1,Food;Cafes;Coffee & Tea;Restaurants
358,OVrNItYaf-AWNGgeJA1Tsw,"""Cafe CanCan""",,"""89 Harbord Street""",Toronto,ON,M5S 1G4,43.662715335,-79.4034854592,3.0,34,1,Restaurants;Bistros;French
361,cTRn8E24HswgJCmFS2IFxA,"""Healthy Island Food Store""",,"""5 Bastion Street""",Toronto,ON,M5V 1A4,43.6361227,-79.403484,4.0,3,1,Food;Grocery
363,7Cm5SCTu7LePBCXTUaEiwQ,"""Shark Club Sports Bar & Grill""",Ryerson,"""10 Dundas St East, Suite 310""",Toronto,ON,M5B,43.6567455,-79.380484,2.5,121,1,Lounges;Canadian (New);Sports Bars;Bars;Restaurants;Nightlife
364,FIvNdexAvqv5cvtRNQpvbw,"""Bark 'N' Scratch""",The Danforth,"""2404 Danforth Avenue""",Toronto,ON,M4C 1K7,43.687548,-79.3055451,4.5,7,1,Health Markets;Food;Pet Stores;Pet Services;Pets;Specialty Food
365,xRu_KfaJcowaKbr8nNnm0Q,"""Swiss Chalet Rotisserie & Grill""",,"""949 Eglinton Ave W""",Toronto,ON,M6C 2C3,43.7001443,-79.4284992,2.0,3,1,Restaurants;American (Traditional);Comfort Food
371,Yv4P4qUwd7F-qQ4Y4eD1JQ,"""Han Ba Tang""",Willowdale,"""4862 Yonge Street""",Toronto,ON,M2N 5N2,43.7629282,-79.4115105,3.5,227,1,Lounges;Pubs;Asian Fusion;Tapas/Small Plates;Restaurants;Nightlife;Korean;Bars
377,fRDNQyptBl3c-AggfwfMCg,"""Anthony's Dining Lounge""",,"""18 Wynford Drive""",Toronto,ON,M3C 1W1,43.7234422,-79.3371453,4.0,5,1,Lounges;Bars;Nightlife;Diners;Restaurants;Cafes
380,5ecBEnLsF75q706JlH1DUg,"""Black Rock Coffee""",Koreatown,"""677 Bloor Street W""",Toronto,ON,M6G 1L3,43.6638699152,-79.4163757834,4.0,18,1,Food;Internet Cafes;Coffee & Tea;Restaurants;Cafes
381,bHnHcNkORD898OpPq4L5vA,"""Lei Yue Mun Steam Hot Pot""",Milliken,"""240 Alton Towers Circle, Unit 110""",Toronto,ON,M1V,43.8264886,-79.2772729,3.5,15,1,Hot Pot;Restaurants;Chinese
382,VeYLpoglt8XepYdN2PjSmA,"""Hakka Wow""",Leslieville,"""1433 Gerrard Street E""",Toronto,ON,M4L 1Z7,43.672085,-79.3220862,3.5,52,1,Hakka;Restaurants;Chinese
383,IamoMhG184_RXvhSDckFwg,"""Hamish Kitchen Restaurant""",Scarborough,"""95 Lebovic Avenue""",Toronto,ON,M1L 4V9,43.7216783,-79.2887888,4.0,6,1,Seafood;Restaurants
388,jdbA0oUH8mGG8aSigNa-5g,"""Shalom Ethopian Restaurant""",Cabbagetown,"""587 Parliament Street""",Toronto,ON,M4X 1P9,43.6675136,-79.36912,5.0,7,1,Ethiopian;Restaurants
389,zenJd3O02n5RCGqu8CCZnA,"""7-Eleven""",The Annex,"""334 Bloor Street W""",Toronto,ON,M5S 1W9,43.6667948679,-79.4041821873,3.0,5,1,Convenience Stores;Food
391,BZmZ9TTYkDe-Nm2UNAYzQQ,"""The Friendly Thai""",Alexandra Park,"""500 Queen St W""",Toronto,ON,M5V 2B3,43.647936,-79.4012531,2.5,3,1,Thai;Restaurants
393,w-Q_ZVaRk3_6SGI2_zIR3g,"""Plaza Latina""",,"""9 Milvan Drive""",Toronto,ON,M9L 1Y8,43.7512345,-79.551973,4.0,28,1,Spanish;Latin American;Restaurants
395,V0HFqgI1pidUghIqE09s-A,"""Little Sito""",Christie Pits,"""840 Bloor Street W""",Toronto,ON,M6G 1M2,43.6624826,-79.4238902,4.0,12,1,Restaurants;Lebanese;Middle Eastern;Vegan
396,DLwpjhatiSRN7QqZQwokSw,"""La Tortilleria""",Kensington Market,"""198 Augusta Ave""",Toronto,ON,M5T 1L8,43.6543794,-79.402228,2.5,42,1,Mexican;Restaurants
398,9NMKFyr3Cw5wt_mlqv3U1g,"""JINYA Ramen Bar""",Downtown Core,"""399 Church Street, Suite 100""",Toronto,ON,M5B 2A1,43.6617053,-79.3791114,3.5,146,1,Ramen;Japanese;Restaurants
399,UVKi839mvCc9BrCmeJbitA,"""Shinobu Sushi""",,"""3403 Yonge Street""",Toronto,ON,M4N 2M8,43.7326472,-79.4039702,4.0,90,1,Japanese;Caterers;Sushi Bars;Event Planning & Services;Restaurants
402,50LSp1WnwMA3PMXXvXDj0Q,"""Pizzaiolo""",,"""865 York Mills Road""",Toronto,ON,M3B 1Y6,43.754171,-79.3494929,2.0,9,1,Vegan;Gluten-Free;Restaurants;Pizza
403,lja35zyGpcmVrhCTWwVgPg,"""Maiz""",,"""3220 Yonge Street""",Toronto,ON,M4N 2L2,43.728769131,-79.4035453722,4.0,9,1,Latin American;Restaurants
407,LYuY6kXhZzFtxR51eUiRvQ,"""Urban Acorn Catering""",,"""1 Wiltshire Avenue, Unit S""",Toronto,ON,M6N 2V7,43.66776,-79.450427,4.5,9,1,Restaurants;Caterers;Vegan;Personal Chefs;Event Planning & Services;Specialty Food;Food
414,WHHmwtzZoQbm2v9DbMlgFA,"""The Homeway""",Yonge and Eglinton,"""955 Mount Pleasant Rd""",Toronto,ON,M4P 2L7,43.7125495,-79.3914071,3.0,53,1,Diners;Restaurants
415,rcMVvJGbQnPB4eOtSFERCw,"""Bulldog Performance Nutrition""",,"""1396 Don Mills Road, Suite 108B""",Toronto,ON,M3B 3N1,43.7488259,-79.3476015,2.5,3,1,Gyms;Health & Medical;Fitness/Exercise Equipment;Shopping;Food;Fitness & Instruction;Nutritionists;Specialty Food;Active Life;Health Markets
418,2gcaJXb85y-7V30RZM539w,"""Chinese Food Gallery""",,"""525 Eglinton Ave W""",Toronto,ON,M5N 1B1,43.7034523,-79.4139021,2.5,8,1,Food;Imported Food;Ethnic Food;Specialty Food
420,pOWwU7R69EZ-qxBA_biyOA,"""Presse Café""",Yonge and St. Clair,"""40 St Clair Avenue W""",Toronto,ON,M4V 1M2,43.6879636428,-79.3955648306,3.0,5,1,Food;Coffee & Tea
421,KJn6MkHUXtpMKloNT8_iVw,"""La Libre""",The Annex,"""14 Dupont Street""",Toronto,ON,M5R 1V3,43.6770684,-79.3981842,2.0,6,1,Mexican;Restaurants
425,HSFUD5xNd5HKsXNt2uNy0Q,"""Brick Farm Breakfast""",The Danforth,"""2116 Danforth Avenue""",Toronto,ON,M4C 1J9,43.6860474583,-79.3117921437,3.5,5,1,Restaurants;Breakfast & Brunch
427,w737ZnuyX-k0_0J_t0vkmQ,"""The Courtyard Cafe""",Discovery District,"""18 St Thomas Street""",Toronto,ON,M5S 2C1,43.6687916161,-79.3910880741,2.5,3,1,Buffets;Restaurants
435,5tQSJ2sed3Ln-1S1rbIFoQ,"""Moon Bean Coffee Company""",Kensington Market,"""30 St. Andrew Street""",Toronto,ON,M5T 1K6,43.6542657,-79.4001776,4.0,199,1,Coffee & Tea;Food;Coffee Roasteries
436,ZbY4MnRevaWEQsJ9DB1DSA,"""Nature's Health Food""",Leslieville,"""1000 Gerrard St E""",Toronto,ON,M4M 3G6,43.6692568,-79.3383477,4.0,4,1,Food;Specialty Food;Health Markets
437,voVFOIp4mUHElDeryPfHkg,"""Baskin Robbins""",Downtown Core,"""275 Dundas St W""",Toronto,ON,M5T 3K1,43.6541718,-79.3905553,3.0,6,1,Ice Cream & Frozen Yogurt;Food
441,ZUJL4EBj7bBYYIQn8J6EVw,"""Schnitzel Queen""",Corktown,"""211 Queen Street E""",Toronto,ON,M5A 1S2,43.6542017,-79.3704857,4.5,58,1,Restaurants;Czech;German;Sandwiches
443,3sDBwCMVU3lwRLZdHJXSBw,"""Oxford Fruit""",Kensington Market,"""255 Augusta Ave""",Toronto,ON,M5T 2L8,43.6551719,-79.40207,4.0,7,1,Specialty Food;Fruits & Veggies;Food
449,4WSDd4jlfLeuNnZ__o4LHQ,"""BAKERY 18""",Scarborough,"""395 Bamburgh Circle, Unit D102""",Toronto,ON,M1W 3Y1,43.8155128235,-79.3229706756,4.0,9,1,Food;Bakeries
451,9OKpMIR4rs5w9Hi6LBRhUg,"""The Black Horse""",Dovercourt,"""928 Bloor St W""",Toronto,ON,M6H 1L4,43.6617093,-79.4274058,3.5,18,1,Restaurants;Burgers
452,nlai1j5FXlDZSw1RwvLIvw,"""Manic Coffee""",,"""426 College St""",Toronto,ON,M5T 1T3,43.6567608,-79.4070695,3.5,135,1,Coffee & Tea;Food
453,DBmpoOJubrYfyIpswyql7w,"""Kobi Korean Restaurant""",Downtown Core,"""710 Yonge St""",Toronto,ON,M4Y 2B3,43.6681878599,-79.3862028793,3.0,5,1,Korean;Restaurants
455,ycgRwiiB06C05tK9GkA4iw,"""Jimmy the Greek""",Downtown Core,"""218 Yonge Street""",Toronto,ON,M5B 2H6,43.6535342,-79.3799716,2.5,9,1,Mediterranean;Restaurants;Greek
456,JrD90K-V1tfPWbWjPgSXmA,"""Ilhas De Bruma""",Brockton Village,"""1136 College Street W""",Toronto,ON,M6H 1B5,43.652334,-79.433657,4.0,15,1,Restaurants;Portuguese;Seafood
458,2S9t90Q0qZWCV7X_u0rxZQ,"""Kenzo Ramen""",Downtown Core,"""138 Dundas Street W""",Toronto,ON,M5G 1C3,43.6556064,-79.3850226,3.0,222,1,Soup;Ramen;Restaurants;Japanese
462,y1Er-SodAde9QZIcgFf45g,"""Blackod Steak and Fish House""",,"""3479 Yonge St""",Toronto,ON,M4N 2N3,43.7343668,-79.4044224,1.5,6,1,Restaurants;Seafood;Steakhouses
464,57A0dLJ8dvnFUgUTu0vBnw,"""Beaver Tails""",,"""210 Princes' Boulevard""",Toronto,ON,M6K 3C3,43.6330599,-79.4225567,4.0,17,1,Desserts;Food;Food Stands;Restaurants
465,xEoCjDGswRg0sRsAvdJaOA,"""Weldon Park""",Little Italy,"""569 College Street""",Toronto,ON,M6G 1B1,43.6554129,-79.4128456,2.5,13,1,Beer;Wine & Spirits;Nightlife;Bars;Music Venues;Food;Arts & Entertainment;Cocktail Bars
469,wmdHsfoNETnjxVU5pwtlpw,"""Subway""",St. Lawrence,"""60 Yonge Street, Unit 65""",Toronto,ON,M5E 1H5,43.6483115736,-79.3776851892,2.0,4,1,Fast Food;Restaurants;Sandwiches
470,B_L1YVZN4C9dhap2Tn_jtg,"""Gobo Sushi""",Dufferin Grove,"""836 College Street""",Toronto,ON,M6H 1A1,43.6543789981,-79.4231938943,2.5,17,1,Restaurants;Sushi Bars
472,eYeFOcNJO2iTNPCPi8XAxw,"""El Pocho Antojitos Bar""",Seaton Village,"""2 Follis Avenue""",Toronto,ON,M6G 1S3,43.6696409,-79.4134258,4.5,32,1,Bars;Breakfast & Brunch;Restaurants;Mexican;Nightlife
474,SkjO4uWLRg4NF198ybX4DQ,"""Pizzaiolo""",The Danforth,"""110 Danforth Avenue""",Toronto,ON,M4K 1N1,43.6764406514,-79.3582926082,1.0,3,1,Pizza;Gluten-Free;Vegan;Restaurants
479,A7waf6G3cvnLfAqKeLL8DA,"""Buca""",,"""604 King Street W""",Toronto,ON,M5V 1M6,43.6445122,-79.4003621,4.0,356,1,Italian;Restaurants
480,jtE4O9Y1YdZAoKfWTtNC3w,"""The Forth""",Greektown,"""629 Danforth Avenue""",Toronto,ON,M4K 1R2,43.6786894,-79.3454552,3.5,19,1,Event Planning & Services;Restaurants;Venues & Event Spaces;Canadian (New)
482,ii_zDR8crbQVJehMMWoCkQ,"""Marathon Donuts & Coffee Shop""",Milliken,"""3300 Midland Ave, Unit 32""",Toronto,ON,M1V,43.8067504,-79.2888581,4.0,70,1,Donuts;Coffee & Tea;Food
487,frk_oIgPWrnZYiQ6zok9Lg,"""The Village Roaster""",Scarborough,"""3452 Kingston Rd""",Toronto,ON,M1M 1R5,43.7382143,-79.21837,3.5,6,1,Food;Coffee & Tea
491,tpmMELSsUxS2x1FdM6k9nQ,"""Wu's Garden Buffet""",,"""3560 Victoria Park Avenue""",Toronto,ON,M2H 2N5,43.8055150683,-79.3376244575,3.0,3,1,Chinese;Buffets;Restaurants
492,7n7luTTakOmJmZCzwOAYvA,"""Beer & Liquor Delivery Service Toronto""",The Danforth,"""""",Toronto,ON,,43.6876027,-79.3010509,1.0,3,1,Couriers & Delivery Services;Beer;Wine & Spirits;Food;Food Delivery Services;Local Services
495,w7SGswPn3aT9EjJ0duIkQQ,"""TGI Friday's""",Meadowvale Village,"""Toronto Pearson International Airport, Terminal 3, Concourse A""",Toronto,ON,L5P 1B2,43.634486,-79.70339,2.5,6,1,American (New);Bars;Restaurants;Nightlife
503,u1AakDceJqPYWqme4k4dfA,"""Tim Hortons""",,"""85 Laird Drive""",Toronto,ON,M4G 3V1,43.7052968,-79.3614429,3.5,6,1,Coffee & Tea;Food
504,RwRNR4z3kY-4OsFqigY5sw,"""Uncle Tetsu's Japanese Cheesecake""",Downtown Core,"""598 Bay Street""",Toronto,ON,M5G 1M5,43.6559689,-79.3840134,3.5,848,1,Food;Desserts;Bakeries;Japanese;Restaurants
509,8NuKEl6MaYeDs7ybW2Tg-A,"""Delight Bite Food Truck""",,"""""",Toronto,ON,M4W 1B7,43.6714272,-79.3840397,3.5,3,1,Food Trucks;Food
512,0hknhW0QcRR1j7kfAylIGg,"""La Prep""",,"""2 Bloor Street E, Unit R1-2""",Toronto,ON,M4W 3G7,43.6710659,-79.3857432,3.0,13,1,Sandwiches;Cafes;Food;Breakfast & Brunch;Restaurants;Salad
513,RyH9kxZ35P-QtkBB8Gh1JQ,"""Booster Juice""",,"""808 York Mills Rd""",Toronto,ON,M3B,43.754089,-79.3579885,3.5,6,1,Juice Bars & Smoothies;Food
517,e8Erb2mI0iQTV09VqpM7ag,"""The Bagel Stop""",,"""2 Bloor Street E""",Toronto,ON,M4W 3G7,43.6705716,-79.3866601,3.0,8,1,Bagels;Food
519,BmFStvt6hs77XmYR7zmHtQ,"""Touch""",Downtown Core,"""1 Adelaide St E""",Toronto,ON,M5C 1J4,43.6505593,-79.3776407,2.5,14,1,Restaurants;Indian
520,vLOvmZzpcQv4e3wruKtl7g,"""Ted's Collision""",Little Italy,"""573 College Street""",Toronto,ON,M6G 1B2,43.6553179,-79.4129715,3.5,22,1,Nightlife;Dive Bars;Bars;Pubs;Restaurants
528,NIepcNSKopCiennUfPDkNQ,"""Liberty Shawarma""",City Place,"""4 Spadina Avenue""",Toronto,ON,M5V 3Z2,43.6410515513,-79.3935844413,2.5,52,1,Middle Eastern;Restaurants
529,eqg6UyuVLwzAplUvN9UkSw,"""Lisa Marie""",Trinity Bellwoods,"""638 Queen Street W""",Toronto,ON,M6J 1E3,43.6469223,-79.4060226,3.5,168,1,Canadian (New);Food;Restaurants
534,tHlJKmUECTlj2amcGG0TOQ,"""Bobbie Sue's""",Ossington Strip,"""162 Ossington Avenue""",Toronto,ON,M6J,43.6478998,-79.4204573,4.0,70,1,Restaurants;Comfort Food
538,EtNgXfI6DkV5EhqwQDh-pg,"""Popeye's Supplements""",Church-Wellesley Village,"""659 Yonge Street""",Toronto,ON,M4Y 1Z9,43.6681769,-79.3858091761,3.5,12,1,Specialty Food;Food;Health Markets
539,PQ6pDjHP0P28D3CY5UNxDA,"""Forget Me Not Cafe""",,"""883 Wilson Avenue""",Toronto,ON,M3K 1E6,43.7306693,-79.4666262,4.0,76,1,Vietnamese;Restaurants
541,BVxen382pORVZNQEDdQlKQ,"""Tabule Middle Eastern Cuisine""",Bayview Village,"""2901 Bayview Avenue""",Toronto,ON,M2K 1E6,43.7690883,-79.3854655,3.0,26,1,Restaurants;Middle Eastern
545,KZ8g6lYM7lIfHkZbcrDD9g,"""Ten Ren's Tea - Yorkdale Center""",,"""Yorkdale Shopping Center, 3401 Dufferin Street, Suite  K711""",Toronto,ON,M6A 2T9,43.7251083,-79.4528087,3.0,12,1,Food;Shopping;Tea Rooms;Shopping Centers;Coffee & Tea
546,E1qCzAOYLTnbT9c6TA-YjA,"""Royal Paan Rexdale""",Etobicoke,"""2654 Islington Ave""",Toronto,ON,M9V 2X5,43.7381272,-79.5657932,2.5,3,1,Indian;Food;Desserts;Restaurants
548,wh_td2_DBlD4KnFgFevW4A,"""Sunnyside Pavilion Cafe""",,"""1755 Lake Shore Boulevard W""",Toronto,ON,M6S 5A3,43.6378737,-79.4562135,3.0,37,1,Restaurants;Diners;Cafes
550,2TpwdhlF-A-I3AqnyyaWkA,"""Bendale Restaurant""",Scarborough,"""3264 Lawrence Avenue E""",Toronto,ON,M1H 1A4,43.7574105996,-79.2387796193,3.0,3,1,Restaurants;Breakfast & Brunch
551,c4-w_6Xv4i2qRE3c4Qas7w,"""Ha Gow Dim Sum House""",The Danforth,"""988 Danforth Avenue""",Toronto,ON,M4J 1M1,43.6805778,-79.3375994,4.0,85,1,Food Delivery Services;Restaurants;Dim Sum;Chinese;Food
554,z26ZG4Zv6P1itMq4VC5zGQ,"""Chabichou""",,"""196 Borden Street""",Toronto,ON,M5S 2N3,43.6619497,-79.4071586,4.0,37,1,Coffee & Tea;Specialty Food;Cheese Shops;Food
558,kaBMd8sgJvOh5CAgsP106g,"""Chef's Depot""",Scarborough,"""2900 Markham Road""",Toronto,ON,M1X 1E6,43.824727,-79.2482857,2.5,7,1,Grocery;Wholesale Stores;Specialty Food;Meat Shops;Restaurants;Seafood;Shopping;Fruits & Veggies;Food
559,5renm7L6gBnRkDHoPQVW3w,"""Sobeys""",Yonge and St. Clair,"""81 Saint Clair Avenue E""",Toronto,ON,M4T 1M7,43.6884794,-79.3907695,3.0,11,1,Grocery;Food;Seafood Markets;Specialty Food
560,tqumNKvNmeII_DRG6SdRuw,"""Continental Grill House""",,"""5503 Eglinton Avenue W""",Toronto,ON,M9C 5K5,43.6530553,-79.6006046,5.0,4,1,Restaurants;Turkish
565,sa1ZAswk7kEQfg9Mb6iQwQ,"""L'Unita""",The Annex,"""134 Avenue Road""",Toronto,ON,M5R 2H6,43.6743735,-79.3967073,4.5,89,1,Italian;Restaurants
567,01l8MH9tBK6GPvJQdMU1gw,"""Kaiseki Yu-zen Hashimoto""",,"""6 Garamond Court""",Toronto,ON,M3C 1Z5,43.7264355,-79.3348994,4.5,18,1,Japanese;Restaurants
569,vqv2lIEH4hJN9BbMt2LiWA,"""Menalon Restaurant""",Bickford Park,"""841 Bloor St W""",Toronto,ON,M6G 1M3,43.6623773,-79.423416,4.0,8,1,Restaurants;Greek
574,5_2Lls-h_shbRGyUruLlTQ,"""Anoush""",,"""170 Rimrock Road, Unit 2""",Toronto,ON,M3J 3A6,43.7566219,-79.4700347,3.5,15,1,Restaurants;Fast Food;Persian/Iranian;Mediterranean;Middle Eastern
578,jV1bWfnXOxMN1qnQXWzWsQ,"""Pizza Nova""",,"""457 Marlee Avenue""",Toronto,ON,M6B 3H9,43.7080052374,-79.4432153731,2.0,4,1,Restaurants;Pizza
581,EY4xsGDe0euyusOfAb3Cwg,"""The Fresh Italian Eatery""",Downtown Core,"""42-109 McCaul Street""",Toronto,ON,M5T 2W7,43.6542188964,-79.3907314539,3.5,15,1,Italian;Food Court;Restaurants
582,pnStRO16rw-jXa9S2FQoEg,"""Alexandria Cafe""",Scarborough,"""1940 Lawrence Avenue E""",Toronto,ON,M1R 2Y7,43.7445755649,-79.3000782438,2.0,16,1,Coffee & Tea;Donairs;Food;Restaurants;Nightlife;Middle Eastern;Bars;Hookah Bars
583,9i7Gz3xaa-gwh1Fi3q1_kA,"""BlueBlood Steakhouse""",Casa Loma,"""1 Austin Terrace""",Toronto,ON,M5R 1X8,43.6780882,-79.409401,4.0,28,1,Steakhouses;Restaurants
584,yPR8Bh55-9NXmooZS7lrLA,"""Royal Congee Chinese Cuisine""",Scarborough,"""4 Greystone Walk Drive, Unit 2""",Toronto,ON,M1K 5J2,43.7244521,-79.2523951,4.0,11,1,Food Delivery Services;Restaurants;Chinese;Food
585,ZlPvWzmKxrp1I5ZHW8LJfA,"""Starbucks""",Downtown Core,"""450 Yonge Street""",Toronto,ON,M4Y 1X1,43.6615051508,-79.3833141455,3.0,24,1,Food;Coffee & Tea
587,aBWyWwkxOgfVbEhz8dIQxw,"""The Kebab House""",Etobicoke,"""2977 Lakeshore Boulevard W""",Toronto,ON,M8V 1J8,43.6003193,-79.506907,3.0,8,1,Middle Eastern;Food;Restaurants
588,_BJ2lBc1TWwIfxNzXbaaBA,"""District 28 Bar Bistro""",Leslieville,"""28 Logan Avenue""",Toronto,ON,M4M 2M8,43.6553283,-79.340498,3.0,10,1,Venues & Event Spaces;Breakfast & Brunch;Restaurants;Bars;Cafes;Burgers;Event Planning & Services;Nightlife;Sandwiches
589,tCTMmTfqD1PD8_VDOgoB0w,"""Five Guys""",,"""865 York Mills Road""",Toronto,ON,M3B 1Y6,43.7541711,-79.3494929,3.5,48,1,Hot Dogs;Sandwiches;Burgers;Fast Food;Restaurants
594,hPUd4f1egKtHCRlsieH3Vg,"""Coffee and All That Jazz""",High Park,"""72 Howard Park Avenue""",Toronto,ON,M6R 1V6,43.6515296,-79.4515923,3.5,18,1,Food;Cafes;Coffee & Tea;Restaurants
596,ZEfhV37CY-txZnwWB0VMTQ,"""Galaxy Fresh Foods""",Riverdale,"""587-591 Gerrard Street E""",Toronto,ON,M4M 1Y2,43.6654129,-79.3518934,3.0,5,1,Grocery;Food
599,0-yj2jtzLUHG2b7PpEHyog,"""Rendez-Vous""",The Danforth,"""1408 Danforth Avenue""",Toronto,ON,M4J 1M9,43.6826502,-79.3275985,4.0,70,1,Restaurants;Bars;Ethiopian;Nightlife
600,C9oCPomVP0mtKa8z99E3gg,"""Bakery Gateau""",,"""865 York Mills Road, Unit 1""",Toronto,ON,M3B 1Y6,43.754171,-79.3494929,4.5,8,1,Food;Bakeries
602,kdex-hgPayrFZIv5eEIpnQ,"""Toronto Brewing""",,"""3701 Chesswood Drive, Unit 115""",Toronto,ON,M3J 2P6,43.7560723,-79.4739838,3.0,4,1,Beer;Wine & Spirits;Shopping;Hobby Shops;Food;Breweries
603,ikI3t6meCr4_DpHHZs6N2w,"""Kwan""",Deer Park,"""1496 Yonge Street""",Toronto,ON,M4T 1Z6,43.6888933555,-79.3943411566,3.5,119,1,Chinese;Dim Sum;Restaurants;Imported Food;Food;Ethnic Food;Specialty Food
605,1vqFEbZ4xUsHAbiHmPzuhw,"""Soufi's""",Trinity Bellwoods,"""676 Queen Street W""",Toronto,ON,M6J 1E5,43.6466273,-79.4073737,4.5,26,1,Syrian;Food;Coffee & Tea;Middle Eastern;Breakfast & Brunch;Desserts;Restaurants;Cafes
610,KBcZL87xrmUoK81hfPywKQ,"""The Beer Store""",Scarborough,"""2300 Lawrence Avenue E""",Toronto,ON,M1P 2K9,43.7505702811,-79.2757267967,2.5,3,1,Food;Beer;Wine & Spirits
611,-J6FVdY9pSgAdFmmalO-pQ,"""Jatujak""",,"""1744 Victoria Park Avenue""",Toronto,ON,M1R 1R4,43.7361218,-79.3073348,4.0,191,1,Thai;Restaurants;Food;Food Delivery Services
617,REbNih8rOHc63a7WRRKb3A,"""z-teca""",Downtown Core,"""Commerce Court, 199 Bay St""",Toronto,ON,M5L 1G4,43.6481795,-79.3795061,2.5,26,1,Restaurants;Tex-Mex
618,r1rphnWWkqUBqCFlGSMl9Q,"""Zyng Asian Grill""",Yorkville,"""730 Yonge St""",Toronto,ON,M4Y 2B7,43.6688657,-79.3869717,2.0,36,1,Restaurants;Asian Fusion
619,2lo7N8RZOCS0DDxO6LPQhw,"""Naniwa-Taro""",Willowdale,"""7 Byng Avenue""",Toronto,ON,M2N 5R6,43.7765926,-79.4141829,4.0,86,1,Restaurants;Japanese
621,HMdRgYAH68iJ7Xq54g13lQ,"""Freshii""",,"""Lester B, Pearson International Airport, Terminal 3""",Toronto,ON,L4W,43.6850626069,-79.6237010881,2.0,21,1,Restaurants;Food;Ice Cream & Frozen Yogurt;Salad;Soup
627,vAUEebTSlyYVTO7SgyT4cg,"""Burger Shawarma""",Bloordale Village,"""1015 Dufferin Street""",Toronto,ON,M6H 4B5,43.6602391,-79.4352958,4.5,3,1,Restaurants;Burgers;Mediterranean
628,Ado3kudEn4uApQBWFCqWLA,"""Chew Chew's Diner""",Cabbagetown,"""186 Carlton Street""",Toronto,ON,M5A 2K6,43.6634891,-79.3722871,3.5,68,1,Diners;Food;Restaurants;Breakfast & Brunch;Coffee & Tea
632,VqReGefofdaspLlQVph2LA,"""Umi Sushi Express""",Financial District,"""TD Centre, 79 Wellington St W, Food Court""",Toronto,ON,M5J 2Z9,43.6466172,-79.3812388,3.0,13,1,Restaurants;Sushi Bars
633,xsdcF72nqAhlYuKs45KZUw,"""Toronto's Top Shawarma""",,"""3354 Keele Street""",Toronto,ON,M3M,43.745822,-79.486617,2.5,3,1,Food Delivery Services;Donairs;Food;Desserts
641,KI66pPHDwHP3ePUzxoGJkA,"""Thai""",,"""630 St. Clair Ave W""",Toronto,ON,M6C 1A9,43.6823087,-79.4238304,3.0,12,1,Thai;Pizza;Restaurants
643,UYop9KYT-_mJsc2bcH83jw,"""The Pickle Barrel""",Ryerson,"""312 Yonge Street""",Toronto,ON,M5B 1R4,43.6566745,-79.3812256,2.5,200,1,Restaurants;American (New);Delis;Canadian (New)
